src,dst,port,proto,label,class,modelsize
147,32,84,134,147,32,192,34,993,tcp,Normal-Jist,normal,13
147,32,84,134,147,32,80,9,53,udp,Normal-Jist,normal,4879
147,32,84,134,173,194,16,96,80,tcp,Normal-Jist,normal,5
147,32,84,134,193,41,230,73,80,tcp,Normal-Jist,normal,41
147,32,84,134,193,41,230,85,443,tcp,Normal-Jist,normal,13
147,32,84,134,194,79,52,192,80,tcp,Normal-Jist,normal,13
147,32,84,134,194,79,52,193,80,tcp,Normal-Jist,normal,7
147,32,84,134,194,79,52,194,80,tcp,Normal-Jist,normal,19
147,32,84,134,194,79,52,195,80,tcp,Normal-Jist,normal,9
147,32,84,134,194,79,52,196,80,tcp,Normal-Jist,normal,33
147,32,84,134,194,79,52,199,80,tcp,Normal-Jist,normal,113
147,32,84,134,194,79,52,204,80,tcp,Normal-Jist,normal,31
147,32,84,134,194,79,52,99,80,tcp,Normal-Jist,normal,7
147,32,84,134,194,79,54,24,80,tcp,Normal-Jist,normal,5
147,32,84,134,194,79,54,61,80,tcp,Normal-Jist,normal,49
147,32,84,134,194,79,54,62,80,tcp,Normal-Jist,normal,33
147,32,84,134,195,113,232,74,80,tcp,Normal-Jist,normal,19
147,32,84,134,195,113,232,82,80,tcp,Normal-Jist,normal,65
147,32,84,134,195,168,10,171,80,tcp,Normal-Jist,normal,17
147,32,84,134,199,7,52,72,80,tcp,Normal-Jist,normal,5
147,32,84,134,2,20,182,19,443,tcp,Normal-Jist,normal,23
147,32,84,134,2,20,182,41,443,tcp,Normal-Jist,normal,55
147,32,84,134,2,21,98,110,443,tcp,Normal-Jist,normal,133
147,32,84,134,2,21,99,206,443,tcp,Normal-Jist,normal,81
147,32,84,134,209,85,148,104,80,tcp,Normal-Jist,normal,13
147,32,84,134,209,85,148,106,80,tcp,Normal-Jist,normal,43
147,32,84,134,209,85,148,99,80,tcp,Normal-Jist,normal,29
147,32,84,134,209,85,149,101,80,tcp,Normal-Jist,normal,7
147,32,84,134,209,85,149,132,443,tcp,Normal-Jist,normal,11
147,32,84,134,209,85,149,139,80,tcp,Normal-Jist,normal,7
147,32,84,134,62,168,44,115,80,tcp,Normal-Jist,normal,5
147,32,84,134,62,168,44,116,80,tcp,Normal-Jist,normal,11
147,32,84,134,64,4,34,35,1863,tcp,Normal-Jist,normal,7
147,32,84,134,64,4,44,94,1863,tcp,Normal-Jist,normal,5
147,32,84,134,65,55,142,20,80,tcp,Normal-Jist,normal,7
147,32,84,134,66,220,151,91,443,tcp,Normal-Jist,normal,147
147,32,84,134,66,220,158,25,80,tcp,Normal-Jist,normal,9
147,32,84,134,66,220,158,32,443,tcp,Normal-Jist,normal,11
147,32,84,134,66,220,158,32,80,tcp,Normal-Jist,normal,7
147,32,84,134,69,171,242,12,443,tcp,Normal-Jist,normal,19
147,32,84,134,69,171,242,40,80,tcp,Normal-Jist,normal,5
147,32,84,134,69,63,181,12,80,tcp,Normal-Jist,normal,13
147,32,84,134,69,63,189,26,443,tcp,Normal-Jist,normal,13
147,32,84,134,69,63,189,26,80,tcp,Normal-Jist,normal,7
147,32,84,134,69,63,190,10,443,tcp,Normal-Jist,normal,23
147,32,84,134,69,63,190,14,443,tcp,Normal-Jist,normal,27
147,32,84,134,74,125,232,193,80,tcp,Normal-Jist,normal,5
147,32,84,134,74,125,232,195,80,tcp,Normal-Jist,normal,21
147,32,84,134,74,125,232,196,443,tcp,Normal-Jist,normal,9
147,32,84,134,74,125,232,196,80,tcp,Normal-Jist,normal,14
147,32,84,134,74,125,232,197,80,tcp,Normal-Jist,normal,9
147,32,84,134,74,125,232,198,80,tcp,Normal-Jist,normal,7
147,32,84,134,74,125,232,199,80,tcp,Normal-Jist,normal,13
147,32,84,134,74,125,232,200,80,tcp,Normal-Jist,normal,12
147,32,84,134,74,125,232,201,443,tcp,Normal-Jist,normal,5
147,32,84,134,74,125,232,201,80,tcp,Normal-Jist,normal,13
147,32,84,134,74,125,232,202,80,tcp,Normal-Jist,normal,19
147,32,84,134,74,125,232,203,80,tcp,Normal-Jist,normal,27
147,32,84,134,74,125,232,205,80,tcp,Normal-Jist,normal,10
147,32,84,134,74,125,232,207,80,tcp,Normal-Jist,normal,5
147,32,84,134,74,125,232,223,80,tcp,Normal-Jist,normal,35
147,32,84,134,74,125,43,16,993,tcp,Normal-Jist,normal,8
147,32,84,134,77,104,226,16,80,tcp,Normal-Jist,normal,23
147,32,84,134,77,104,226,22,80,tcp,Normal-Jist,normal,5
147,32,84,134,77,78,99,22,80,tcp,Normal-Jist,normal,45
147,32,84,134,80,239,149,10,80,tcp,Normal-Jist,normal,5
147,32,84,134,80,239,149,19,443,tcp,Normal-Jist,normal,29
147,32,84,134,80,239,149,24,80,tcp,Normal-Jist,normal,7
147,32,84,134,80,239,149,26,80,tcp,Normal-Jist,normal,7
147,32,84,134,80,239,149,35,443,tcp,Normal-Jist,normal,21
147,32,84,134,80,239,149,8,443,tcp,Normal-Jist,normal,11
147,32,84,134,80,250,15,41,80,tcp,Normal-Jist,normal,11
147,32,84,134,80,250,15,9,80,tcp,Normal-Jist,normal,23
147,32,84,134,81,31,45,94,80,tcp,Normal-Jist,normal,69
147,32,84,134,82,208,47,218,80,tcp,Normal-Jist,normal,5
147,32,84,134,88,86,100,176,80,tcp,Normal-Jist,normal,487
147,32,84,134,88,86,101,2,80,tcp,Normal-Jist,normal,11
147,32,84,134,91,189,94,12,80,tcp,Normal-Jist,normal,11
147,32,84,134,91,198,174,232,80,tcp,Normal-Jist,normal,7
147,32,84,134,91,198,174,233,80,tcp,Normal-Jist,normal,27
147,32,84,134,91,198,174,234,80,tcp,Normal-Jist,normal,25
147,32,84,134,92,123,64,104,443,tcp,Normal-Jist,normal,39
147,32,84,134,92,123,64,160,443,tcp,Normal-Jist,normal,37
147,32,84,134,92,123,64,169,443,tcp,Normal-Jist,normal,21
147,32,84,134,92,123,64,171,443,tcp,Normal-Jist,normal,11
147,32,84,134,92,123,68,145,443,tcp,Normal-Jist,normal,7
147,32,84,137,82,208,56,89,123,udp,Normal-UDP-NTP-server,normal,11
147,32,84,15,82,208,56,89,123,udp,Normal-UDP-NTP-server,normal,13
147,32,84,164,140,98,193,112,80,tcp,Normal-Grill,normal,21
147,32,84,164,140,98,193,169,80,tcp,Normal-Grill,normal,11
147,32,84,164,147,32,235,130,443,tcp,Normal-Grill,normal,19
147,32,84,164,147,32,80,9,53,udp,Normal-Grill,normal,11185
147,32,84,164,194,79,52,194,80,tcp,Normal-Grill,normal,29
147,32,84,164,194,79,52,195,80,tcp,Normal-Grill,normal,8
147,32,84,164,194,79,52,196,80,tcp,Normal-Grill,normal,18
147,32,84,164,194,79,52,199,80,tcp,Normal-Grill,normal,105
147,32,84,164,194,79,52,204,80,tcp,Normal-Grill,normal,13
147,32,84,164,194,79,52,98,80,tcp,Normal-Grill,normal,16
147,32,84,164,194,79,54,24,80,tcp,Normal-Grill,normal,10
147,32,84,164,194,79,54,61,80,tcp,Normal-Grill,normal,24
147,32,84,164,194,79,54,62,80,tcp,Normal-Grill,normal,14
147,32,84,164,195,113,232,82,80,tcp,Normal-Grill,normal,16
147,32,84,164,195,113,232,97,80,tcp,Normal-Grill,normal,155
